                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                 1.3914,                 1.8753,                 1.0533,                  1.115,                0.67184,                0.67044,                0.70989,                0.38621,                0.68358,                0.66742,                0.71053,                0.34613,                 1.4841,                 1.9983,                 1.0965,                 1.1652,              0.0015991,              0.0015991,              0.0015991
                     83,                 1.4005,                 1.8731,                 1.0726,                 1.1199,                0.71008,                0.66016,                0.71681,                0.37935,                0.71426,                0.66179,                0.71658,                0.34611,                  1.523,                 2.0432,                 1.0793,                 1.1836,              0.0015941,              0.0015941,              0.0015941
                     84,                 1.4023,                 1.8994,                 1.0758,                 1.1338,                0.68126,                0.66657,                0.71429,                0.38493,                0.68692,                0.67675,                0.71747,                0.34937,                 1.5187,                 2.0507,                 1.0923,                 1.1818,              0.0015892,              0.0015892,              0.0015892
                     85,                 1.3741,                 1.8673,                 1.0553,                 1.1109,                0.67801,                0.66504,                0.70964,                 0.3844,                0.68165,                0.66862,                0.70789,                0.34568,                 1.5056,                 2.0534,                 1.1074,                 1.1812,              0.0015842,              0.0015842,              0.0015842
                     86,                 1.3791,                 1.9036,                 1.0748,                 1.1181,                0.67105,                  0.678,                0.71324,                0.37852,                0.68019,                0.68585,                0.72101,                0.35059,                 1.5259,                 2.0186,                 1.1113,                 1.1856,              0.0015793,              0.0015793,              0.0015793
                     87,                 1.3808,                   1.88,                 1.0636,                 1.1175,                0.66415,                0.67707,                0.71229,                0.38549,                  0.669,                0.67502,                0.70919,                0.34453,                 1.4927,                 2.0811,                 1.0991,                 1.1675,              0.0015743,              0.0015743,              0.0015743
                     88,                 1.3954,                 1.8728,                 1.0658,                 1.1153,                0.68024,                 0.6813,                0.71321,                0.38925,                0.69635,                0.67837,                0.71639,                0.35859,                 1.4869,                 2.0211,                  1.081,                 1.1698,              0.0015693,              0.0015693,              0.0015693
                     89,                 1.3781,                 1.8708,                 1.0665,                 1.1129,                0.68872,                0.67089,                0.71711,                0.38905,                0.69184,                0.67899,                0.71852,                0.34987,                 1.4902,                 2.0294,                 1.0695,                 1.1665,              0.0015644,              0.0015644,              0.0015644
                     90,                 1.3852,                 1.8511,                 1.0521,                 1.1184,                0.68146,                 0.6761,                0.71242,                0.38014,                0.69884,                 0.6813,                0.72647,                0.36984,                 1.5221,                 1.9521,                 1.0937,                 1.1738,              0.0015594,              0.0015594,              0.0015594
                     91,                 1.3683,                 1.8589,                 1.0489,                 1.1041,                0.67986,                0.67474,                0.71691,                0.39111,                0.69332,                0.68488,                0.72697,                 0.3632,                 1.4988,                 2.0097,                  1.067,                 1.1687,              0.0015545,              0.0015545,              0.0015545
                     92,                 1.3642,                 1.8757,                 1.0549,                 1.1165,                0.68926,                 0.6735,                0.72228,                0.38808,                0.70814,                 0.6748,                0.72724,                0.35795,                 1.4887,                 1.9448,                 1.0775,                 1.1695,              0.0015496,              0.0015496,              0.0015496
                     93,                 1.3672,                 1.8337,                 1.0518,                 1.1018,                0.67646,                 0.6748,                0.71416,                0.39146,                0.68755,                0.67935,                0.72024,                0.36642,                 1.4773,                 1.9535,                 1.0965,                 1.1582,              0.0015446,              0.0015446,              0.0015446
                     94,                 1.3829,                 1.8664,                 1.0431,                  1.103,                0.67584,                0.66851,                0.70905,                 0.3781,                0.68413,                0.67616,                0.71534,                0.35832,                 1.5211,                 2.0039,                 1.0863,                 1.1749,              0.0015397,              0.0015397,              0.0015397
                     95,                 1.3772,                  1.875,                 1.0601,                 1.1083,                0.67175,                 0.6761,                0.71172,                0.38294,                0.69353,                 0.6774,                0.71924,                0.36307,                 1.5071,                 2.0115,                 1.0838,                 1.1718,              0.0015347,              0.0015347,              0.0015347
                     96,                 1.3713,                 1.8315,                  1.045,                 1.1028,                0.69118,                0.67544,                0.70982,                0.38397,                0.69978,                0.68293,                0.71957,                0.36835,                 1.5173,                 1.9359,                 1.0772,                 1.1794,              0.0015298,              0.0015298,              0.0015298
                     97,                 1.3721,                 1.8465,                 1.0405,                 1.1105,                0.69886,                0.66569,                0.71358,                0.39141,                0.70982,                0.66862,                 0.7203,                0.36032,                 1.4755,                  1.973,                 1.0834,                 1.1615,              0.0015248,              0.0015248,              0.0015248
                     98,                 1.3668,                 1.8411,                  1.044,                 1.1094,                0.66711,                0.68976,                 0.7124,                0.39157,                0.67147,                0.69924,                0.71791,                0.36387,                 1.4937,                 2.0072,                 1.0797,                  1.165,              0.0015199,              0.0015199,              0.0015199
                     99,                 1.3863,                 1.8785,                 1.0999,                 1.1212,                0.68212,                 0.6839,                0.71742,                0.38927,                0.69128,                0.68233,                0.71632,                0.34908,                 1.4801,                 2.0358,                 1.0813,                 1.1678,              0.0015149,              0.0015149,              0.0015149
                    100,                 1.3754,                 1.8528,                 1.0551,                 1.1065,                0.68316,                0.66894,                0.70985,                0.38946,                 0.6896,                0.68553,                0.72021,                0.36498,                 1.4891,                 1.9442,                 1.0786,                 1.1583,              0.0015099,              0.0015099,              0.0015099
