                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     53,                 1.6841,                 2.2777,                 1.4095,                 1.1642,                0.62573,                0.62732,                0.64152,                0.31761,                0.63319,                 0.6348,                0.64909,                0.29631,                 1.6488,                  2.271,                 1.2985,                 1.1318,              0.0017426,              0.0017426,              0.0017426
                     54,                 1.6936,                 2.3016,                 1.4002,                  1.152,                0.63663,                0.61886,                0.64249,                0.31763,                0.64867,                0.63057,                0.65698,                0.31123,                 1.6693,                 2.1693,                 1.2749,                 1.1415,              0.0017376,              0.0017376,              0.0017376
                     55,                 1.6459,                 2.2568,                 1.4278,                 1.1383,                0.62197,                0.61756,                0.63715,                0.31829,                0.62813,                0.62894,                0.64533,                0.30107,                 1.6344,                 2.1823,                  1.294,                  1.132,              0.0017327,              0.0017327,              0.0017327
                     56,                 1.6709,                 2.2915,                 1.3995,                 1.1552,                0.63774,                0.62276,                0.65103,                0.32526,                0.64817,                0.63057,                0.66172,                0.30471,                 1.6198,                 2.1838,                 1.2745,                 1.1237,              0.0017278,              0.0017278,              0.0017278
                     57,                 1.6638,                 2.2345,                 1.3715,                 1.1516,                0.60576,                0.61762,                0.62088,                0.30445,                0.62408,                0.63923,                0.64959,                 0.3098,                  1.703,                 2.1368,                 1.3196,                 1.1581,              0.0017228,              0.0017228,              0.0017228
                     58,                  1.672,                 2.2724,                 1.3898,                 1.1546,                0.63017,                0.61951,                0.63781,                0.31629,                0.62568,                0.62132,                0.63929,                  0.288,                 1.6618,                 2.3018,                 1.2961,                  1.138,              0.0017179,              0.0017179,              0.0017179
                     59,                  1.666,                 2.2649,                 1.3704,                 1.1518,                0.63507,                0.62027,                0.64575,                0.32423,                0.64272,                0.62894,                0.65749,                0.30817,                 1.6203,                 2.1427,                 1.2646,                 1.1204,              0.0017129,              0.0017129,              0.0017129
                     60,                  1.674,                 2.2816,                 1.3836,                 1.1498,                0.63264,                0.63415,                0.64982,                0.32367,                0.64731,                0.65951,                 0.6702,                0.31614,                 1.6399,                 2.1046,                 1.2721,                 1.1303,               0.001708,               0.001708,               0.001708
                     61,                 1.6845,                 2.2944,                 1.4023,                 1.1569,                 0.6269,                0.63024,                0.63686,                0.30937,                0.64494,                0.64445,                0.65999,                0.31133,                 1.6727,                 2.1581,                  1.294,                 1.1417,               0.001703,               0.001703,               0.001703
                     62,                 1.6494,                  2.242,                 1.3584,                 1.1449,                0.63957,                0.62374,                0.64117,                0.32061,                0.64766,                 0.6465,                 0.6608,                0.31032,                 1.6174,                 2.1541,                 1.3066,                 1.1249,               0.001698,               0.001698,               0.001698
